id,date,price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,floors,has_waterfront,view_quality,condition_rating,grade_rating,above_ground_sqft,basement_sqft,year_built,year_renovated,zipcode,sqft_living15,sqft_lot15
18270,2014-09-09,655000,4,4,3420,33106,2,0,0,3,9,3420,0,2004,0,98010,3420,36590
18271,2014-11-07,429950,4,3,2320,4524,2,0,0,3,8,2320,0,2004,0,98059,2330,4524
18272,2015-04-29,374900,3,3,2480,4950,2,0,0,3,7,2480,0,2004,0,98058,2230,5298
18273,2014-05-08,535000,4,3,2280,65836,2,0,0,3,8,2280,0,2004,0,98077,2300,97574
18274,2014-09-15,440000,3,3,2230,5800,2,0,0,3,7,2230,0,2004,0,98065,2230,6088
18275,2014-08-04,435000,3,3,2370,6082,2,0,0,3,7,2370,0,2004,0,98065,2690,6152
18276,2014-08-01,744000,4,3,3140,7260,2,0,0,3,8,2200,940,2004,0,98006,2860,8186
18277,2014-07-19,374950,4,3,2790,4650,2,0,0,3,8,2790,0,2004,0,98038,2850,4650
18278,2015-02-20,324950,4,3,1770,5000,2,0,0,3,7,1770,0,2004,0,98038,2080,5100
18279,2015-03-10,352000,2,3,1320,1957,1,0,0,3,8,660,660,2004,0,98106,1420,2198
18280,2014-08-18,1169000,5,4,4610,13252,2,0,4,3,11,4610,0,2004,0,98075,4400,15154
18281,2015-04-30,356000,4,3,2470,5074,2,0,0,3,8,2470,0,2004,0,98038,2470,5078
18282,2015-03-23,333000,4,3,2690,5505,2,0,0,3,8,2690,0,2004,0,98042,2690,5505
18283,2014-10-14,278000,4,3,2290,3777,2,0,0,3,7,2290,0,2004,0,98198,1480,3608
18284,2015-03-12,268000,5,3,2400,4564,2,0,0,3,7,2400,0,2004,0,98042,1880,4109
18285,2015-04-16,610000,4,3,2950,9010,2,0,0,3,9,2950,0,2004,0,98065,3160,8813
18286,2014-11-01,644500,4,3,2990,5342,2,0,0,3,8,2990,0,2004,0,98074,2990,5936
18287,2014-09-22,1698890,4,5,3860,15246,2,0,4,3,11,2940,920,2004,0,98006,3750,14790
18288,2015-04-06,438800,4,3,2770,4432,2,0,0,3,9,2770,0,2004,0,98058,2770,5423
18289,2015-05-04,619000,5,4,2950,2932,3,0,0,3,8,2950,0,2004,0,98144,1580,2047
18290,2015-03-27,293500,3,3,1610,5024,2,0,0,3,7,1610,0,2004,0,98038,1790,3717
18291,2014-07-16,430000,3,2,1550,1469,3,0,0,3,8,1550,0,2004,0,98103,1520,1465
18292,2014-06-03,830000,3,3,2080,10521,1.5,0,0,3,9,2080,0,2004,0,98034,3730,11840
18293,2014-08-13,740000,4,3,3350,199253,2,0,0,3,10,3350,0,2004,0,98010,3350,183897
18294,2015-03-05,700000,4,3,3350,199253,2,0,0,3,10,3350,0,2004,0,98010,3350,183897
18295,2014-11-23,452000,3,3,1690,4000,2,0,0,3,7,1690,0,2004,0,98053,1690,4000
18296,2014-10-15,665000,4,3,3130,7582,2,0,0,3,8,3130,0,2004,0,98075,2990,6441
18297,2014-12-22,289950,3,3,1870,1436,2,0,0,3,7,1870,0,2004,0,98059,1720,1852
18298,2014-07-24,845000,4,3,2940,7675,2,0,0,3,9,2940,0,2004,0,98052,3120,6574
18299,2014-06-26,600000,3,3,3240,8016,2,0,0,3,8,2910,330,2004,0,98065,2990,7561
18300,2014-05-31,289950,3,3,1960,3480,2,0,0,3,7,1960,0,2004,0,98056,2560,3500
18301,2015-03-30,479950,3,3,2780,6000,2,0,0,3,9,2780,0,2004,0,98058,1940,3466
18302,2014-09-30,353500,4,3,1770,9239,2,0,0,3,7,1770,0,2004,0,98038,2150,5450
18303,2014-10-06,775000,5,4,3290,5600,2,0,0,3,9,2670,620,2004,0,98052,3130,5600
18304,2014-12-29,472000,3,2,2770,89298,2,0,0,3,9,2770,0,2004,0,98045,2040,109771
18305,2015-02-18,325000,3,3,2260,8120,2,0,0,3,8,2260,0,2004,0,98023,2250,7784
18306,2014-11-24,775000,4,3,3060,6826,2,0,0,3,9,3060,0,2004,0,98052,3110,6932
18307,2014-08-08,365000,3,3,2190,5091,2,0,0,3,8,2190,0,2004,0,98038,2200,5948
18308,2014-05-30,1886700,5,4,4180,17935,2,0,0,3,11,4180,0,2004,0,98004,2950,13760
18309,2015-04-07,705000,4,3,2740,5339,2.5,0,0,3,9,2740,0,2004,0,98103,1770,4820
18310,2014-10-29,467000,3,3,1990,4978,2,0,0,3,8,1990,0,2004,0,98065,2650,6816
18311,2015-04-14,700000,4,3,3350,7857,2,0,2,3,9,3350,0,2004,0,98065,3870,7886
18312,2015-03-25,420000,3,3,1970,3667,2,0,0,3,7,1970,0,2004,0,98065,1970,3739
18313,2015-05-07,590000,4,4,3450,6873,2,0,0,3,10,2750,700,2004,0,98058,3450,6873
18314,2014-09-22,563500,4,3,2780,7838,2,0,3,3,9,2780,0,2004,0,98065,3160,7848
18315,2014-06-24,675000,3,4,2300,5611,1,0,0,3,8,2300,0,2004,0,98053,2170,5926
18316,2014-07-22,337000,4,3,2610,5240,2,0,0,3,8,2610,0,2004,0,98038,2480,5240
18317,2015-02-16,550700,2,2,1190,1499,2,0,0,3,9,1100,90,2004,0,98105,1430,1332
18318,2014-08-26,998000,5,5,4130,10404,2,0,0,3,10,4130,0,2004,0,98029,3890,11531
18319,2014-12-08,697000,4,3,3220,6399,2,0,0,3,9,3220,0,2004,0,98075,2850,6399
18320,2014-08-13,365000,5,3,3260,9253,2,0,0,3,8,3260,0,2004,0,98042,2770,8067
18321,2014-07-18,419000,3,3,1970,4058,2,0,0,3,7,1970,0,2004,0,98065,2340,4067
18322,2014-07-14,335000,4,3,1830,4500,2,0,0,3,7,1830,0,2004,0,98038,2080,5100
18323,2015-03-26,183750,3,3,1770,3451,2,0,0,3,7,1770,0,2004,0,98055,1490,2138
18324,2015-01-23,760000,4,3,3600,155509,2,0,0,3,9,3600,0,2004,0,98010,3410,34412
18325,2015-01-02,1465000,4,4,4930,22093,2,0,3,3,12,4930,0,2004,0,98075,4630,18889
18326,2014-05-26,690000,4,3,2700,8810,2,0,0,3,9,2700,0,2004,0,98052,2730,5100
18327,2014-10-06,730000,4,4,4420,7902,2,0,0,3,10,3350,1070,2004,0,98065,3440,7851
18328,2014-05-20,620000,3,3,2480,9041,2,0,0,3,7,2480,0,2004,0,98053,2480,6500
18329,2014-09-05,381000,2,2,1340,4447,1,0,0,3,8,1340,0,2004,0,98053,1350,4458
18330,2014-09-19,312200,4,3,2910,8596,2,0,0,3,8,2910,0,2004,0,98003,2770,8602
18331,2015-03-25,373500,4,3,2610,4978,2,0,0,3,8,2610,0,2004,0,98038,2470,5024
18332,2014-07-02,394500,4,3,3002,6042,2,0,0,3,8,3002,0,2004,0,98055,2566,6390
18333,2015-05-08,530000,3,3,2450,211266,1.5,0,3,3,8,2450,0,2004,0,98022,2300,263492
18334,2014-06-23,300000,4,3,1840,5550,2,0,0,3,8,1840,0,2004,0,98031,2030,5500
18335,2015-02-19,638000,3,3,1720,1587,2.5,0,2,3,9,1410,310,2004,0,98122,1490,1620
18336,2015-04-14,380000,4,3,1940,3200,2,0,0,3,8,1940,0,2004,0,98058,1900,3200
18337,2014-05-15,275000,4,3,1840,1562,2,0,0,3,7,1400,440,2004,0,98106,1840,1766
18338,2015-05-06,385000,3,3,2230,8296,2,0,0,3,7,2230,0,2004,0,98058,2480,5940
18339,2015-03-27,480000,5,4,3480,12821,2,0,2,3,10,2890,590,2004,0,98092,3400,9870
18340,2015-02-04,368750,3,3,2230,5717,2,0,0,3,7,2230,0,2004,0,98058,2230,5194
18341,2014-09-03,589000,3,3,2250,4337,2,0,0,3,8,2250,0,2004,0,98075,2250,4721
18342,2015-04-14,840000,4,3,3160,6327,2,0,0,3,9,2280,880,2004,0,98027,3160,5946
18343,2015-04-23,310000,3,2,1290,886,3,0,0,3,7,1290,0,2004,0,98125,1270,1152
18344,2014-06-22,374000,4,3,2580,6260,2,0,0,3,7,2580,0,2004,0,98056,2160,3600
18345,2014-09-23,585000,4,3,1950,3720,2,0,0,3,8,1950,0,2004,0,98029,1720,3720
18346,2014-10-01,772500,4,3,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,3220,5083
18347,2014-12-19,765000,4,3,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,3220,5083
18348,2014-10-22,550000,3,3,1550,1092,3,0,0,3,8,1390,160,2004,0,98102,1550,1079
18349,2014-07-15,645000,4,3,2330,3917,2,0,0,3,9,2330,0,2004,0,98029,2620,4400
18350,2015-03-26,330000,4,3,2210,5929,2,0,0,3,8,2210,0,2004,0,98042,2200,5901
18351,2014-06-12,561000,3,2,1710,4140,2,0,0,3,8,1710,0,2004,0,98029,1730,3680
18352,2015-04-14,889000,4,4,4070,10976,2,0,0,3,10,4070,0,2004,0,98075,4080,10106
18353,2014-08-28,250000,3,3,1650,2802,2,0,0,3,7,1650,0,2004,0,98055,1490,2084
18354,2014-06-10,1180000,5,4,3630,6000,1.5,0,0,3,9,2470,1160,2004,0,98033,2560,7560
18355,2015-01-12,550285,2,2,1680,4500,1,0,0,3,8,1680,0,2004,0,98053,1670,4500
18356,2015-01-13,579000,2,2,1560,4500,1,0,0,3,8,1560,0,2004,0,98053,1860,4500
18357,2014-10-09,533000,3,3,2810,4607,2,0,0,3,8,2810,0,2004,0,98011,2540,4871
18358,2015-04-03,555000,3,3,2690,4819,2,0,0,3,7,2690,0,2004,0,98065,2360,4829
18359,2014-07-29,590000,3,3,2110,3870,2,0,0,3,9,2110,0,2004,0,98029,2300,3870
18360,2014-07-03,288000,3,3,1520,3593,2,0,0,3,7,1520,0,2004,0,98038,1610,3612
18361,2014-07-25,468000,3,2,1630,2490,2,0,0,3,7,1630,0,2004,0,98053,1630,2680
18362,2015-01-21,760000,4,4,3720,13591,2,0,3,3,10,3720,0,2004,0,98065,4210,14282
18363,2014-09-02,1875000,4,5,5810,7440,2,0,0,3,10,3790,2020,2004,0,98033,3010,7200
18364,2015-04-21,269000,4,3,2060,3608,2,0,0,3,7,2060,0,2004,0,98198,2060,3608
18365,2015-03-26,338000,5,3,2400,4496,2,0,0,3,7,2400,0,2004,0,98042,1880,4319
18366,2014-06-19,712000,3,3,3200,6699,2,0,0,3,9,3200,0,2004,0,98075,3020,6699
18367,2014-06-05,355500,3,3,2600,5540,2,0,0,3,8,2600,0,2004,0,98038,2600,5540
18368,2014-10-07,399000,3,3,1800,3300,2,0,0,3,7,1690,110,2004,0,98118,1570,3902
18369,2015-01-30,1920000,5,6,7730,230868,2,0,0,3,12,6660,1070,2004,0,98077,2660,39292
18370,2014-09-18,540000,3,3,2860,8935,2,0,0,3,8,2860,0,2004,0,98065,2650,6167
18371,2014-08-05,760000,4,3,2920,7901,2,0,0,3,9,2920,0,2004,0,98052,3020,7900
18372,2014-06-20,800000,4,3,3150,7035,2,0,0,3,9,3150,0,2004,0,98075,3200,7035
18373,2014-11-11,380000,2,2,1120,780,2,0,0,3,8,760,360,2004,0,98116,1120,1322
18374,2014-11-07,590000,4,3,2380,4950,2,0,0,3,8,2380,0,2004,0,98136,1370,5120
18375,2014-11-19,542500,3,3,1920,1649,2.5,0,0,3,8,1600,320,2004,0,98116,1650,3053
18376,2014-07-07,339000,3,3,1450,3748,2,0,0,3,7,1450,0,2004,0,98065,1970,3748
18377,2014-08-12,2187730,4,5,4240,13162,2,0,0,3,10,4240,0,2004,0,98039,3010,12163
18378,2015-04-17,600000,4,3,2710,6474,2,0,0,3,8,2710,0,2004,0,98065,2870,6968
18379,2015-04-08,889000,4,4,3920,9555,2,0,0,3,9,3920,0,2004,0,98053,3920,8598
18380,2015-04-09,315000,4,3,2210,4191,2,0,0,3,7,2210,0,2004,0,98002,890,4288
18381,2015-02-19,531800,3,3,1930,5344,2,0,0,3,7,1930,0,2004,0,98053,2410,5080
18382,2014-05-14,707000,4,3,3200,7081,2,0,0,3,9,3200,0,2004,0,98075,3120,6094
18383,2014-11-06,735000,4,3,2470,2550,3,0,0,3,8,2470,0,2004,0,98117,1270,3060
18384,2014-08-26,489000,2,2,1810,4220,2,0,0,3,8,1810,0,2004,0,98053,1350,4479
18385,2014-07-23,557000,3,3,1630,1587,3,0,0,3,8,1630,0,2004,0,98107,1500,1527
18386,2014-09-17,545400,3,2,2850,19200,1,0,3,3,8,2340,510,2004,0,98023,2860,18240
18387,2014-06-24,350000,4,3,2560,5606,2,0,0,3,9,2560,0,2004,0,98092,2667,7334
18388,2015-04-08,475000,3,3,1800,3300,2,0,0,3,7,1690,110,2004,0,98118,1570,4097
18389,2015-02-13,1284000,5,4,5040,9466,2,0,0,3,11,5040,0,2004,0,98059,4300,9417
18390,2015-03-13,970000,4,3,3600,5040,2,0,0,3,9,2610,990,2004,0,98199,1590,5040
18391,2014-05-20,329900,3,3,2170,4905,2,0,0,3,8,2170,0,2004,0,98038,2300,4935
18392,2014-10-27,598555,3,3,3040,7880,2,0,0,3,9,3040,0,2004,0,98056,3040,7880
18393,2014-08-22,445000,4,3,2790,8111,2,0,0,3,9,2480,310,2004,0,98058,2550,7634
18394,2015-03-30,740000,5,4,3990,5000,2,0,0,3,8,2910,1080,2004,0,98118,1310,5000
18395,2014-05-28,515000,4,3,2680,7178,2,0,0,3,8,2680,0,2004,0,98065,2540,7133
18396,2014-10-02,428000,3,3,2340,3466,2,0,0,3,7,2340,0,2004,0,98065,1970,3739
18397,2014-06-17,343000,3,3,1270,2509,2,0,0,3,8,1270,0,2004,0,98106,1420,2206
18398,2014-07-29,457000,3,3,2050,5694,2,0,2,3,8,2050,0,2004,0,98065,2680,7187
18399,2014-09-22,343500,3,3,1900,5194,2,0,0,3,7,1900,0,2004,0,98058,2230,5194
18400,2014-12-18,677000,4,3,2820,4174,2,0,0,3,9,2820,0,2004,0,98034,2560,4853
18401,2015-04-27,361000,2,3,1320,48787,1,0,0,3,8,1320,0,2004,0,98027,1830,155073
18402,2014-06-09,620000,3,3,2590,7237,2,0,0,3,8,2590,0,2004,0,98125,1670,7648
18403,2014-11-19,576925,4,3,2630,6100,2,0,0,3,8,2630,0,2004,0,98072,2360,5765
18404,2014-06-16,340000,3,3,1212,1174,3,0,0,3,7,1212,0,2004,0,98125,1256,1226
18405,2015-04-10,498000,3,3,1690,4088,2,0,0,3,7,1690,0,2004,0,98053,1950,4088
18406,2014-06-05,343000,4,3,2070,4500,2,0,0,3,7,2070,0,2004,0,98038,2760,5173
18407,2014-07-11,790000,4,3,3500,9198,2,0,0,3,9,3500,0,2004,0,98053,3990,8598
18408,2014-10-29,299000,3,2,1730,6007,1,0,0,3,8,1730,0,2004,0,98030,2000,6245
18409,2014-06-23,405000,3,2,1520,1245,3,0,0,3,8,1520,0,2004,0,98103,1520,1470
18410,2014-06-09,600000,3,3,2630,77972,2,0,0,3,9,2630,0,2004,0,98019,2250,75794
18411,2015-04-27,280000,3,3,1020,2217,2,0,0,3,7,720,300,2004,0,98106,1060,1524
18412,2014-08-05,554000,2,2,1870,5580,1,0,0,3,8,1870,0,2004,0,98053,1670,4500
18413,2014-10-28,760000,3,3,4040,147856,2,0,0,3,9,4040,0,2004,0,98092,3000,125452
18414,2014-10-14,680000,4,3,2520,5000,2,0,0,3,9,2520,0,2004,0,98029,2910,5001
18415,2014-06-20,1240000,7,6,6630,13782,2,0,0,3,10,4930,1700,2004,0,98006,4470,8639
18416,2014-09-15,485000,3,3,2270,7887,2,0,2,3,8,2270,0,2004,0,98065,2550,7133
18417,2014-07-24,850000,2,3,3360,6750,2,0,0,3,9,3360,0,2004,0,98053,2510,6750
18418,2015-03-11,675000,3,3,2740,5735,2,0,0,3,9,2740,0,2004,0,98052,2210,5026
18419,2014-10-09,276000,2,1,870,2676,1,0,0,3,7,820,50,2004,0,98144,1500,1719
18420,2014-11-18,266490,3,3,1810,4113,2,0,0,3,7,1810,0,2004,0,98042,1880,4465
18421,2014-07-22,700000,3,3,2190,7982,2,0,0,3,8,2190,0,2004,0,98033,2090,8888
18422,2015-03-03,315000,3,3,2200,5954,2,0,0,3,7,2200,0,2004,0,98042,2200,5046
18423,2014-07-07,296475,3,3,1520,4170,2,0,0,3,7,1520,0,2004,0,98038,1560,4237
18424,2015-01-22,370000,3,3,1070,1219,2,0,0,3,7,720,350,2004,0,98116,1070,1254
18425,2014-12-18,349900,5,3,2530,4229,2,0,0,3,7,2530,0,2004,0,98038,2070,4879
18426,2014-09-03,321000,4,2,1800,4500,2,0,0,4,8,1800,0,2004,0,98031,2010,5050
18427,2014-06-18,564000,2,2,1690,4500,1,0,0,3,8,1690,0,2004,0,98053,1640,4500
18428,2014-07-21,675000,3,3,1720,1330,2,0,0,3,8,1030,690,2004,0,98112,1720,1520
18429,2014-06-09,489000,3,4,1500,1249,2,0,0,3,8,1240,260,2004,0,98107,1440,1850
18430,2014-06-09,398000,3,3,1720,1715,2,0,0,3,7,1240,480,2004,0,98136,1610,1626
18431,2014-07-14,711000,3,3,2550,5376,2,0,0,3,9,2550,0,2004,0,98052,2250,4050
18432,2014-10-13,1210000,4,3,3330,9000,2,0,0,3,9,2870,460,2004,0,98033,2550,6349
18433,2015-01-08,918000,5,4,3920,5150,2,0,0,3,9,2820,1100,2004,0,98052,3170,5530
18434,2014-08-26,520000,4,3,2900,4950,2,0,0,3,8,2900,0,2004,0,98028,2590,4950
18435,2014-08-29,548000,2,2,1370,1878,3,0,0,3,8,1370,0,2004,0,98107,1280,1878
18436,2014-09-26,395000,2,2,1620,1841,2,0,0,3,8,1540,80,2004,0,98029,1530,1831
18437,2014-10-24,775000,4,3,3500,6226,2,0,0,3,9,3500,0,2004,0,98053,3480,7222
18438,2014-08-23,453000,3,3,2330,4284,2,0,0,3,9,1920,410,2004,0,98108,2330,3709
18439,2014-05-15,803100,4,3,3310,5404,2,0,0,3,9,3310,0,2004,0,98052,2600,4730
18440,2014-06-02,391000,3,2,1410,1290,2,0,0,3,7,1290,120,2004,0,98027,1490,1380
18441,2014-12-09,355000,3,2,1410,1332,2,0,0,3,7,1290,120,2004,0,98027,1445,1290
18442,2014-12-22,344000,4,3,2400,4848,2,0,0,3,8,2400,0,2004,0,98038,1980,5199
18443,2014-05-09,212000,2,2,1020,1525,2,0,0,3,7,1020,0,2004,0,98133,1020,3844
18444,2014-08-02,163800,2,3,1000,1092,2,0,0,3,7,990,10,2004,0,98118,1330,1466
18445,2014-12-01,220000,2,3,1000,1092,2,0,0,3,7,990,10,2004,0,98118,1330,1466
18446,2014-05-27,1149000,4,3,5940,11533,2,0,4,3,11,4950,990,2004,0,98065,4240,12813
18447,2014-09-11,336000,3,3,1260,1211,3,0,0,3,8,1260,0,2004,0,98103,1270,1211
18448,2015-03-26,193000,2,2,910,2550,1,0,0,3,6,910,0,2004,0,98038,1310,2550
18449,2015-02-27,415000,3,2,1445,1512,2,0,0,3,7,1300,145,2004,0,98027,1445,1082
18450,2014-10-14,649000,3,3,1720,936,2,0,0,3,8,1030,690,2004,0,98112,1720,1527
18451,2014-10-21,445000,3,3,1710,1960,2,0,0,3,8,1360,350,2004,0,98029,1420,955
18452,2014-07-11,326000,3,2,1930,3462,2,0,0,3,7,1930,0,2004,0,98019,1930,2952
18453,2014-07-10,875000,5,3,2960,15152,2,0,0,3,9,2960,0,2004,0,98033,1850,9453
18454,2015-01-16,400000,3,3,1600,2388,2,0,0,3,8,1600,0,2004,0,98027,1410,1287
18455,2015-03-02,719000,4,3,2570,7173,2,0,0,3,8,2570,0,2005,0,98052,2630,6026
18456,2014-12-01,280000,2,2,1190,1265,3,0,0,3,7,1190,0,2005,0,98133,1390,1756
18457,2014-10-09,287000,4,3,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,2221,4557
18458,2014-07-10,360000,4,3,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,2420,5000
18459,2015-01-26,675000,4,4,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,1540,2285
18460,2015-01-14,465000,3,3,2714,17936,2,0,0,3,9,2714,0,2005,0,98001,2590,18386
18461,2015-03-09,479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,98053,1640,6009
18462,2014-06-30,780000,4,3,3500,7048,2,0,0,3,9,3500,0,2005,0,98053,3920,7864
18463,2014-08-06,300000,4,3,1910,4862,2,0,0,3,7,1910,0,2005,0,98038,2010,5091
18464,2014-06-18,330000,3,3,1600,26977,2,0,0,3,8,1600,0,2005,0,98019,1790,27743
18465,2015-05-12,365000,3,3,2200,4052,2,0,0,3,8,2200,0,2005,0,98058,2310,5082
18466,2014-09-03,237000,3,3,1490,2138,2,0,0,3,7,1490,0,2005,0,98055,1490,2094
18467,2014-11-10,1030000,3,3,3545,9816,1,0,0,3,10,2610,935,2005,0,98027,3630,7704
18468,2014-07-11,460000,3,3,1610,2527,2,0,2,3,9,1080,530,2005,0,98118,1610,4173
18469,2015-03-05,480000,4,3,2600,7787,2,0,0,3,8,2600,0,2005,0,98059,2830,7787
18470,2014-08-05,890000,4,3,3180,194278,2,0,0,3,10,3180,0,2005,0,98059,2200,178160
18471,2015-03-26,515000,5,3,2530,5105,1,0,0,3,8,1520,1010,2005,0,98133,2290,4011
18472,2014-05-16,619000,3,3,2720,6439,2,0,0,3,9,2720,0,2005,0,98065,3180,7320
18473,2014-06-10,695000,3,3,2540,4694,2,0,0,3,9,2540,0,2005,0,98074,2600,6344
18474,2015-02-27,374950,4,3,2730,4683,2,0,0,3,7,2730,0,2005,0,98038,2230,4924
18475,2014-08-14,682000,5,3,2760,5000,2,0,0,3,9,2760,0,2005,0,98059,2870,5030
18476,2014-08-12,370500,4,3,1790,6120,2,0,0,3,7,1790,0,2005,0,98059,1950,5660
18477,2014-07-15,466000,2,2,1140,1058,3,0,0,3,7,1140,0,2005,0,98103,1170,1116
18478,2014-09-02,300000,3,3,1320,2614,2,0,0,3,7,1320,0,2005,0,98118,1320,2533
18479,2014-08-11,971000,5,4,4390,10140,2,0,0,3,9,3350,1040,2005,0,98125,2010,8400
18480,2014-06-14,530000,3,3,1930,7214,2,0,0,3,8,1930,0,2005,0,98125,1930,7266
18481,2015-03-24,624000,5,4,3570,14648,2,0,0,3,9,3570,0,2005,0,98019,3160,7882
18482,2014-06-24,880000,4,3,3030,3841,3,0,0,3,9,3030,0,2005,0,98117,1080,4922
18483,2014-11-13,449000,2,2,1510,6852,1,0,0,3,8,1510,0,2005,0,98053,1510,5912
18484,2014-08-08,445000,3,3,2470,4565,2,0,0,3,7,2470,0,2005,0,98056,2470,5064
18485,2014-07-03,835000,4,4,4930,25714,2,0,0,3,12,4930,0,2005,0,98092,3620,23035
18486,2014-08-19,600000,3,2,1620,1325,2.5,0,0,3,9,1430,190,2005,0,98102,1750,1572
18487,2015-01-16,735000,4,4,3100,5600,2,0,0,3,9,3100,0,2005,0,98075,3080,5600
18488,2014-09-29,503000,4,3,2470,5044,2,0,0,3,9,2470,0,2005,0,98155,2790,5583
18489,2014-09-23,354000,4,3,2900,4762,2,0,0,3,8,2900,0,2005,0,98042,2900,5173
18490,2014-06-12,789500,4,3,3010,6100,2,0,0,3,9,3010,0,2005,0,98052,2890,5176
18491,2014-05-08,537500,4,3,2550,4630,2,0,0,3,7,2550,0,2005,0,98075,2550,5151
18492,2014-05-16,799000,4,3,3120,5000,2,0,0,3,9,2370,750,2005,0,98115,2520,6000
18493,2014-08-08,330000,5,3,2600,3839,2,0,0,3,7,2600,0,2005,0,98058,2180,4800
18494,2015-04-21,345000,2,2,830,920,2,0,0,3,7,830,0,2005,0,98144,830,1200
18495,2014-06-09,550000,3,3,2260,4165,2,0,0,3,7,2260,0,2005,0,98075,2770,4566
18496,2014-10-02,750000,4,3,3190,9023,2,0,0,3,9,3190,0,2005,0,98075,3159,5615
18497,2014-09-03,585000,4,3,3110,6479,2,0,0,3,9,3110,0,2005,0,98065,3110,7075
18498,2015-01-28,398000,4,3,2820,5510,2,0,0,3,9,2820,0,2005,0,98038,2820,5510
18499,2014-06-12,860000,4,3,3960,7012,2,0,0,3,10,3960,0,2005,0,98075,3680,8522
18500,2014-10-15,739500,3,3,4460,51177,2,0,0,3,9,4460,0,2005,0,98042,2670,38925
18501,2015-04-21,325000,3,3,2540,4260,2,0,0,3,7,2540,0,2005,0,98042,2190,4260
18502,2014-07-25,340000,4,2,2230,6791,2,0,0,3,8,2230,0,2005,0,98038,2420,6297
18503,2015-02-20,520000,4,3,3060,7161,2,0,0,3,8,2860,200,2005,0,98065,2950,6822
18504,2015-04-24,305000,3,3,1714,3240,2,0,0,3,8,1714,0,2005,0,98055,1714,3240
18505,2015-01-08,388000,4,3,2560,5800,2,0,0,3,9,2560,0,2005,0,98038,3040,5800
18506,2015-01-23,340000,4,3,3527,7200,2,0,0,3,7,3527,0,2005,0,98198,2490,7200
18507,2014-11-11,1324050,3,3,3440,4080,2,0,0,3,9,2560,880,2005,0,98105,3110,4080
18508,2015-02-25,195000,2,2,1180,2553,2,0,0,3,6,1180,0,2005,0,98038,1310,2687
18509,2014-09-23,775000,4,3,3310,5101,2,0,0,3,9,3310,0,2005,0,98052,3010,5176
18510,2014-11-17,1320000,4,5,6110,10369,2,0,0,3,11,6110,0,2005,0,98059,4190,10762
18511,2014-09-05,389000,3,3,1720,4515,2,0,0,3,7,1720,0,2005,0,98065,2220,4618
18512,2014-11-21,637250,4,3,2120,3220,2,0,0,3,9,2120,0,2005,0,98052,2120,3547
18513,2014-09-17,632500,5,3,3500,7254,2,0,0,3,8,2760,740,2005,0,98065,2820,6317
18514,2014-07-24,269000,3,3,1440,3800,2,0,0,3,7,1440,0,2005,0,98038,1890,3819
18515,2014-06-05,297500,4,3,1910,5000,2,0,0,3,7,1910,0,2005,0,98038,2020,5000
18516,2015-01-23,695000,4,3,3010,11393,2,0,0,3,8,3010,0,2005,0,98028,2810,11282
18517,2015-02-18,277500,2,2,1190,1236,3,0,0,3,7,1190,0,2005,0,98133,1390,1756
18518,2014-07-23,590000,3,2,2420,208652,1.5,0,0,3,8,2420,0,2005,0,98010,3180,212137
18519,2015-03-24,367500,3,3,1400,1343,2,0,0,3,7,1160,240,2005,0,98118,1400,1326
18520,2015-03-31,1060000,5,5,4140,7924,2,0,0,3,10,4140,0,2005,0,98074,3960,8410
18521,2015-02-03,759000,5,3,3490,8230,2,0,0,3,10,3490,0,2005,0,98075,3480,7331
18522,2014-05-05,620000,3,2,1480,2185,2.5,0,0,3,9,1480,0,2005,0,98034,1480,2441
18523,2014-08-01,431500,2,2,1370,4866,1,0,0,3,8,1370,0,2005,0,98053,1365,4784
18524,2014-11-07,267000,3,2,1390,6005,2,0,0,3,8,1390,0,2005,0,98022,1264,5550
18525,2014-12-09,634800,4,3,3280,4904,2,0,0,3,7,3280,0,2005,0,98053,2600,5004
18526,2014-09-15,729000,3,3,2250,60548,1,0,0,3,9,2250,0,2005,0,98038,2760,84070
18527,2014-09-26,722000,4,3,3190,5408,2,0,0,3,9,3190,0,2005,0,98075,3160,5773
18528,2015-03-15,730000,4,3,3470,14271,2,0,0,3,9,3470,0,2005,0,98065,3450,9380
18529,2014-05-19,480000,4,4,3370,435600,2,0,3,3,9,3370,0,2005,0,98045,2790,114868
18530,2014-11-24,399000,4,3,2800,4687,2,0,0,3,9,2800,0,2005,0,98038,2750,4750
18531,2015-04-29,360000,4,3,2483,6870,2,0,0,3,8,2483,0,2005,0,98030,1943,6434
18532,2014-11-11,670000,3,3,2980,3730,2,0,0,3,9,2980,0,2005,0,98029,2710,3640
18533,2014-09-03,407000,3,2,1430,1448,3,0,0,3,8,1430,0,2005,0,98103,1430,1383
18534,2014-06-16,534500,3,3,1700,3150,2,0,0,3,8,1700,0,2005,0,98029,1700,3600
18535,2014-05-20,467000,3,2,1270,1213,2,0,0,3,8,1040,230,2005,0,98107,1410,1265
